"sex","age","lx","qx","dx","Lx","Tx","ex","year"
2,77,66372,0.04385,2910,64916,632343,9.53,"2003"
2,78,63461,0.0498,3160,61881,567427,8.94,"2003"
2,79,60301,0.05655,3410,58596,505546,8.38,"2003"
2,80,56891,0.06398,3640,55071,446950,7.86,"2003"
2,81,53251,0.07197,3832,51335,391879,7.36,"2003"
2,82,49419,0.0801,3959,47439,340544,6.89,"2003"
2,83,45460,0.08856,4026,43447,293104,6.45,"2003"
2,84,41434,0.09758,4043,39412,249657,6.03,"2003"
2,85,37391,0.10668,3989,35396,210245,5.62,"2003"
2,86,33402,0.11816,3947,31429,174848,5.23,"2003"
2,87,29455,0.13063,3848,27532,143420,4.87,"2003"
2,88,25608,0.14412,3691,23762,115888,4.53,"2003"
2,89,21917,0.15869,3478,20178,92126,4.2,"2003"
2,90,18439,0.17436,3215,16831,71948,3.9,"2003"
2,91,15224,0.19117,2910,13769,55116,3.62,"2003"
2,92,12314,0.20913,2575,11026,41348,3.36,"2003"
2,93,9738,0.22826,2223,8627,30322,3.11,"2003"
2,94,7515,0.24856,1868,6581,21695,2.89,"2003"
2,95,5647,0.27003,1525,4885,15113,2.68,"2003"
2,96,4122,0.29265,1206,3519,10228,2.48,"2003"
2,97,2916,0.31638,923,2455,6709,2.3,"2003"
2,98,1993,0.34119,680,1653,4255,2.13,"2003"
2,99,1313,0.367,482,1072,2601,1.98,"2003"
2,100,831,0.39376,327,668,1529,1.84,"2003"
1,0,1e+05,0.00744,744,99334,7066781,70.67,"2004"
1,1,99256,0.00046,45,99233,6967447,70.2,"2004"
1,2,99211,0.00031,30,99196,6868214,69.23,"2004"
1,3,99180,0.00022,21,99170,6769018,68.25,"2004"
1,4,99159,0.00019,19,99149,6669848,67.26,"2004"
1,5,99140,2e-04,20,99130,6570699,66.28,"2004"
1,6,99120,2e-04,20,99110,6471569,65.29,"2004"
1,7,99100,0.00018,18,99091,6372459,64.3,"2004"
1,8,99082,0.00017,17,99074,6273367,63.31,"2004"
1,9,99065,0.00017,17,99057,6174293,62.33,"2004"
1,10,99049,0.00017,17,99040,6075236,61.34,"2004"
1,11,99032,0.00018,18,99023,5976196,60.35,"2004"
1,12,99014,0.00019,19,99005,5877173,59.36,"2004"
1,13,98995,0.00023,23,98984,5778168,58.37,"2004"
1,14,98972,0.00029,29,98958,5679185,57.38,"2004"
1,15,98943,0.00036,36,98926,5580227,56.4,"2004"
1,16,98908,0.00046,45,98885,5481301,55.42,"2004"
1,17,98862,0.00059,59,98833,5382416,54.44,"2004"
1,18,98804,0.00075,74,98767,5283583,53.48,"2004"
1,19,98729,9e-04,89,98685,5184817,52.52,"2004"
1,20,98640,0.00103,101,98590,5086132,51.56,"2004"
1,21,98539,0.00111,109,98485,4987542,50.61,"2004"
1,22,98430,0.00114,112,98374,4889058,49.67,"2004"
1,23,98318,0.00113,111,98263,4790684,48.73,"2004"
1,24,98207,0.00112,110,98152,4692421,47.78,"2004"
1,25,98097,0.00115,113,98040,4594269,46.83,"2004"
1,26,97983,0.0012,118,97925,4496229,45.89,"2004"
1,27,97866,0.00126,123,97804,4398304,44.94,"2004"
1,28,97742,0.00132,129,97677,4300501,44,"2004"
1,29,97613,0.00139,136,97545,4202823,43.06,"2004"
1,30,97477,0.00147,144,97405,4105278,42.12,"2004"
1,31,97333,0.00158,154,97256,4007873,41.18,"2004"
1,32,97179,0.00171,167,97096,3910617,40.24,"2004"
1,33,97013,0.00187,182,96922,3813521,39.31,"2004"
1,34,96831,0.00205,198,96732,3716599,38.38,"2004"
1,35,96633,0.00224,216,96525,3619866,37.46,"2004"
1,36,96417,0.00244,235,96299,3523342,36.54,"2004"
1,37,96182,0.00264,254,96055,3427043,35.63,"2004"
1,38,95927,0.00287,275,95790,3330988,34.72,"2004"
1,39,95652,0.00313,299,95503,3235198,33.82,"2004"
1,40,95353,0.00344,328,95189,3139695,32.93,"2004"
1,41,95025,0.00381,363,94844,3044506,32.04,"2004"
1,42,94663,0.00427,404,94461,2949662,31.16,"2004"
1,43,94259,0.00478,451,94034,2855201,30.29,"2004"
1,44,93808,0.00535,502,93557,2761168,29.43,"2004"
1,45,93306,0.00596,556,93028,2667611,28.59,"2004"
1,46,92750,0.00659,611,92445,2574582,27.76,"2004"
1,47,92139,0.00725,668,91805,2482137,26.94,"2004"
1,48,91471,0.00793,726,91108,2390332,26.13,"2004"
1,49,90745,0.00867,787,90352,2299224,25.34,"2004"
1,50,89959,0.00946,851,89534,2208872,24.55,"2004"
1,51,89108,0.0103,918,88649,2119338,23.78,"2004"
1,52,88191,0.01119,987,87697,2030689,23.03,"2004"
1,53,87204,0.01211,1056,86676,1942992,22.28,"2004"
1,54,86148,0.01306,1125,85585,1856316,21.55,"2004"
1,55,85023,0.01402,1192,84427,1770731,20.83,"2004"
1,56,83831,0.01503,1260,83200,1686304,20.12,"2004"
1,57,82570,0.01613,1332,81904,1603103,19.42,"2004"
1,58,81238,0.01733,1408,80534,1521199,18.73,"2004"
1,59,79830,0.01865,1489,79086,1440665,18.05,"2004"
1,60,78342,0.02008,1573,77555,1361579,17.38,"2004"
1,61,76769,0.02162,1660,75939,1284023,16.73,"2004"
1,62,75109,0.02326,1747,74236,1208084,16.08,"2004"
1,63,73363,0.025,1834,72445,1133848,15.46,"2004"
1,64,71528,0.02687,1922,70567,1061403,14.84,"2004"
1,65,69606,0.02889,2011,68601,990835,14.23,"2004"
1,66,67595,0.03105,2099,66546,922235,13.64,"2004"
1,67,65496,0.0334,2188,64402,855689,13.06,"2004"
1,68,63309,0.03592,2274,62172,791287,12.5,"2004"
1,69,61034,0.03864,2359,59855,729115,11.95,"2004"
1,70,58676,0.04159,2440,57456,669260,11.41,"2004"
1,71,56236,0.04479,2519,54976,611804,10.88,"2004"
1,72,53717,0.04824,2591,52421,556828,10.37,"2004"
1,73,51126,0.05197,2657,49797,504406,9.87,"2004"
1,74,48469,0.05597,2713,47113,454609,9.38,"2004"
1,75,45756,0.06034,2761,44376,407496,8.91,"2004"
1,76,42995,0.06513,2800,41595,363120,8.45,"2004"
1,77,40195,0.07049,2834,38778,321525,8,"2004"
1,78,37362,0.07668,2865,35929,282747,7.57,"2004"
1,79,34497,0.08373,2888,33052,246818,7.15,"2004"
1,80,31608,0.09149,2892,30162,213766,6.76,"2004"
1,81,28716,0.09993,2870,27281,183603,6.39,"2004"
1,82,25846,0.10823,2797,24448,156322,6.05,"2004"
1,83,23049,0.11645,2684,21707,131874,5.72,"2004"
1,84,20365,0.12476,2541,19095,110167,5.41,"2004"
1,85,17824,0.13228,2358,16645,91073,5.11,"2004"
1,86,15466,0.14256,2205,14364,74427,4.81,"2004"
1,87,13262,0.15356,2036,12243,60063,4.53,"2004"
1,88,11225,0.1653,1855,10297,47820,4.26,"2004"
1,89,9370,0.17781,1666,8537,37522,4,"2004"
1,90,7704,0.19112,1472,6968,28986,3.76,"2004"
1,91,6231,0.20526,1279,5592,22018,3.53,"2004"
1,92,4952,0.22024,1091,4407,16426,3.32,"2004"
1,93,3862,0.23608,912,3406,12020,3.11,"2004"
1,94,2950,0.25279,746,2577,8614,2.92,"2004"
1,95,2204,0.27037,596,1906,6037,2.74,"2004"
1,96,1608,0.28883,465,1376,4130,2.57,"2004"
1,97,1144,0.30816,352,968,2754,2.41,"2004"
1,98,791,0.32834,260,661,1787,2.26,"2004"
1,99,531,0.34935,186,439,1125,2.12,"2004"
1,100,346,0.37116,128,282,687,1.99,"2004"
2,0,1e+05,0.00615,615,99462,7922932,79.23,"2004"
2,1,99385,0.00033,33,99369,7823470,78.72,"2004"
2,2,99352,0.00024,24,99340,7724101,77.74,"2004"
2,3,99328,0.00018,18,99319,7624761,76.76,"2004"
2,4,99311,0.00016,16,99303,7525442,75.78,"2004"
2,5,99295,0.00014,14,99288,7426139,74.79,"2004"
2,6,99280,0.00012,12,99274,7326851,73.8,"2004"
2,7,99268,0.00011,11,99263,7227577,72.81,"2004"
2,8,99257,0.00011,11,99252,7128314,71.82,"2004"
2,9,99246,0.00012,12,99240,7029062,70.82,"2004"
2,10,99234,0.00012,12,99228,6929822,69.83,"2004"
2,11,99222,0.00012,12,99216,6830595,68.84,"2004"
2,12,99210,0.00013,13,99203,6731379,67.85,"2004"
2,13,99197,0.00015,15,99190,6632176,66.86,"2004"
2,14,99182,0.00018,18,99173,6532986,65.87,"2004"
2,15,99164,0.00023,23,99153,6433813,64.88,"2004"
2,16,99142,0.00027,26,99128,6334660,63.9,"2004"
2,17,99115,0.00028,28,99101,6235532,62.91,"2004"
2,18,99087,0.00027,27,99074,6136430,61.93,"2004"
2,19,99060,0.00028,27,99047,6037357,60.95,"2004"
2,20,99033,0.00029,28,99019,5938310,59.96,"2004"
2,21,99005,0.00029,28,98990,5839291,58.98,"2004"
2,22,98976,0.00027,27,98963,5740301,58,"2004"
2,23,98950,0.00026,25,98937,5641338,57.01,"2004"
2,24,98924,0.00026,26,98911,5542401,56.03,"2004"
2,25,98898,0.00028,27,98885,5443490,55.04,"2004"
2,26,98871,3e-04,30,98856,5344605,54.06,"2004"
2,27,98841,0.00032,32,98826,5245749,53.07,"2004"
2,28,98810,0.00035,34,98793,5146923,52.09,"2004"
2,29,98776,0.00037,37,98757,5048130,51.11,"2004"
2,30,98739,4e-04,40,98719,4949373,50.13,"2004"
2,31,98699,0.00043,42,98678,4850655,49.15,"2004"
2,32,98657,0.00046,46,98634,4751977,48.17,"2004"
2,33,98611,5e-04,49,98586,4653343,47.19,"2004"
2,34,98562,0.00055,54,98535,4554757,46.21,"2004"
2,35,98508,6e-04,59,98478,4456222,45.24,"2004"
2,36,98448,0.00067,66,98415,4357744,44.26,"2004"
2,37,98382,0.00075,74,98345,4259329,43.29,"2004"
2,38,98308,0.00085,84,98266,4160983,42.33,"2004"
2,39,98224,0.00097,96,98177,4062717,41.36,"2004"
2,40,98129,0.00112,110,98074,3964541,40.4,"2004"
2,41,98019,0.00129,126,97956,3866467,39.45,"2004"
2,42,97893,0.00148,145,97820,3768511,38.5,"2004"
2,43,97748,0.00169,165,97666,3670691,37.55,"2004"
2,44,97583,0.00191,186,97490,3573025,36.62,"2004"
2,45,97397,0.00214,208,97293,3475535,35.68,"2004"
2,46,97189,0.00237,231,97073,3378242,34.76,"2004"
2,47,96958,0.00263,255,96831,3281169,33.84,"2004"
2,48,96703,0.0029,280,96563,3184338,32.93,"2004"
2,49,96423,0.00319,308,96269,3087775,32.02,"2004"
2,50,96116,0.00351,337,95947,2991506,31.12,"2004"
2,51,95778,0.00384,368,95595,2895559,30.23,"2004"
2,52,95411,0.00418,399,95211,2799964,29.35,"2004"
2,53,95012,0.00453,430,94797,2704753,28.47,"2004"
2,54,94581,0.00489,463,94350,2609956,27.59,"2004"
2,55,94119,0.00527,496,93871,2515606,26.73,"2004"
2,56,93622,0.00568,532,93357,2421736,25.87,"2004"
2,57,93091,0.00611,569,92806,2328379,25.01,"2004"
2,58,92522,0.00657,608,92218,2235573,24.16,"2004"
2,59,91914,0.00706,649,91589,2143355,23.32,"2004"
2,60,91265,0.00758,692,90919,2051766,22.48,"2004"
2,61,90573,0.00815,738,90204,1960847,21.65,"2004"
2,62,89835,0.0088,790,89440,1870643,20.82,"2004"
2,63,89045,0.00953,849,88620,1781203,20,"2004"
2,64,88196,0.01036,914,87739,1692583,19.19,"2004"
2,65,87282,0.01131,987,86789,1604844,18.39,"2004"
2,66,86295,0.01238,1068,85761,1518055,17.59,"2004"
2,67,85227,0.0136,1159,84647,1432294,16.81,"2004"
2,68,84068,0.01501,1262,83437,1347647,16.03,"2004"
2,69,82806,0.01666,1379,82116,1264211,15.27,"2004"
2,70,81426,0.01856,1512,80670,1182095,14.52,"2004"
2,71,79915,0.02076,1659,79085,1101424,13.78,"2004"
2,72,78256,0.02323,1818,77347,1022339,13.06,"2004"
2,73,76438,0.02603,1990,75443,944992,12.36,"2004"
2,74,74448,0.02921,2175,73361,869549,11.68,"2004"
2,75,72273,0.03282,2372,71087,796188,11.02,"2004"
2,76,69901,0.03695,2583,68610,725101,10.37,"2004"
2,77,67318,0.04171,2808,65914,656491,9.75,"2004"
2,78,64510,0.04724,3048,62986,590577,9.15,"2004"
2,79,61463,0.05357,3292,59816,527591,8.58,"2004"
2,80,58170,0.0606,3525,56408,467774,8.04,"2004"
2,81,54645,0.0684,3737,52777,411366,7.53,"2004"
2,82,50908,0.0765,3894,48961,358590,7.04,"2004"
2,83,47013,0.08499,3996,45016,309629,6.59,"2004"
2,84,43018,0.09402,4045,40996,264613,6.15,"2004"
2,85,38973,0.1031,4018,36964,223618,5.74,"2004"
2,86,34955,0.1144,3999,32956,186654,5.34,"2004"
2,87,30956,0.12669,3922,28995,153698,4.97,"2004"
2,88,27034,0.14002,3785,25142,124703,4.61,"2004"
2,89,23249,0.15444,3591,21454,99561,4.28,"2004"
2,90,19658,0.16997,3341,17988,78108,3.97,"2004"
2,91,16317,0.18666,3046,14794,60120,3.68,"2004"
2,92,13271,0.20452,2714,11914,45326,3.42,"2004"
2,93,10557,0.22357,2360,9377,33412,3.16,"2004"
2,94,8197,0.24383,1999,7197,24035,2.93,"2004"
2,95,6198,0.26527,1644,5376,16837,2.72,"2004"
2,96,4554,0.28789,1311,3898,11461,2.52,"2004"
2,97,3243,0.31166,1011,2738,7563,2.33,"2004"
2,98,2232,0.33653,751,1857,4825,2.16,"2004"
2,99,1481,0.36245,537,1213,2969,2,"2004"
2,100,944,0.38934,368,760,1756,1.86,"2004"
1,0,1e+05,0.00697,697,99381,7080544,70.81,"2005"
1,1,99303,0.00045,45,99280,6981162,70.3,"2005"
1,2,99258,0.00031,31,99242,6881882,69.33,"2005"
1,3,99227,0.00022,21,99216,6782640,68.35,"2005"
1,4,99206,0.00018,18,99196,6683424,67.37,"2005"
1,5,99187,0.00018,18,99178,6584227,66.38,"2005"
1,6,99169,0.00018,18,99160,6485049,65.39,"2005"
1,7,99152,0.00016,16,99143,6385889,64.41,"2005"
1,8,99135,0.00015,15,99128,6286745,63.42,"2005"
1,9,99120,0.00016,16,99112,6187618,62.43,"2005"
1,10,99104,0.00016,16,99096,6088505,61.44,"2005"
1,11,99089,0.00016,16,99081,5989409,60.45,"2005"
1,12,99073,0.00017,17,99065,5890328,59.45,"2005"
1,13,99056,0.00022,22,99045,5791264,58.46,"2005"
1,14,99035,3e-04,29,99020,5692218,57.48,"2005"
1,15,99005,0.00038,38,98986,5593198,56.49,"2005"
1,16,98967,5e-04,50,98943,5494212,55.52,"2005"
1,17,98918,0.00067,67,98884,5395270,54.54,"2005"
1,18,98851,0.00084,83,98810,5296385,53.58,"2005"
1,19,98768,0.00095,93,98721,5197576,52.62,"2005"
1,20,98675,0.001,99,98625,5098854,51.67,"2005"
1,21,98575,0.00108,106,98522,5000229,50.72,"2005"
1,22,98469,0.00115,113,98413,4901707,49.78,"2005"
1,23,98356,0.0012,118,98297,4803294,48.84,"2005"
1,24,98238,0.0012,118,98179,4704997,47.89,"2005"
1,25,98120,0.0012,118,98061,4606818,46.95,"2005"
1,26,98002,0.00121,119,97942,4508757,46.01,"2005"
1,27,97883,0.00123,121,97823,4410815,45.06,"2005"
1,28,97763,0.00128,125,97700,4312992,44.12,"2005"
1,29,97638,0.00134,131,97573,4215292,43.17,"2005"
1,30,97507,0.00142,138,97438,4117719,42.23,"2005"
1,31,97369,0.00152,148,97295,4020281,41.29,"2005"
1,32,97221,0.00165,160,97141,3922986,40.35,"2005"
1,33,97061,0.0018,174,96973,3825846,39.42,"2005"
1,34,96886,0.00198,192,96790,3728872,38.49,"2005"
1,35,96695,0.00219,211,96589,3632082,37.56,"2005"
1,36,96483,0.00242,234,96366,3535493,36.64,"2005"
1,37,96250,0.00267,257,96121,3439127,35.73,"2005"
1,38,95992,0.00294,282,95851,3343006,34.83,"2005"
1,39,95710,0.00323,309,95555,3247154,33.93,"2005"
1,40,95401,0.00354,337,95232,3151599,33.04,"2005"
1,41,95064,0.00388,369,94879,3056367,32.15,"2005"
1,42,94695,0.00429,406,94491,2961488,31.27,"2005"
1,43,94288,0.00477,450,94064,2866996,30.41,"2005"
1,44,93839,0.00532,499,93589,2772933,29.55,"2005"
1,45,93339,0.00593,554,93062,2679344,28.71,"2005"
1,46,92786,0.00659,612,92480,2586281,27.87,"2005"
1,47,92174,0.00728,671,91838,2493801,27.06,"2005"
1,48,91503,0.00798,730,91138,2401963,26.25,"2005"
1,49,90773,0.0087,789,90378,2310826,25.46,"2005"
1,50,89983,0.00946,851,89558,2220448,24.68,"2005"
1,51,89132,0.01027,915,88674,2130890,23.91,"2005"
1,52,88217,0.01113,982,87726,2042215,23.15,"2005"
1,53,87235,0.01203,1049,86710,1954490,22.4,"2005"
1,54,86186,0.01298,1119,85626,1867779,21.67,"2005"
1,55,85067,0.01398,1189,84473,1782153,20.95,"2005"
1,56,83878,0.01503,1261,83248,1697680,20.24,"2005"
1,57,82617,0.01616,1335,81950,1614432,19.54,"2005"
1,58,81282,0.01737,1412,80576,1532483,18.85,"2005"
1,59,79870,0.01867,1491,79124,1451907,18.18,"2005"
1,60,78379,0.02004,1570,77594,1372782,17.51,"2005"
1,61,76808,0.02147,1649,75984,1295189,16.86,"2005"
1,62,75159,0.02303,1731,74294,1219205,16.22,"2005"
1,63,73428,0.02472,1815,72521,1144911,15.59,"2005"
1,64,71613,0.02657,1902,70662,1072390,14.97,"2005"
1,65,69711,0.02858,1992,68715,1001728,14.37,"2005"
1,66,67719,0.03074,2082,66678,933013,13.78,"2005"
1,67,65637,0.03303,2168,64553,866335,13.2,"2005"
1,68,63469,0.03544,2250,62345,801781,12.63,"2005"
1,69,61220,0.03799,2326,60057,739437,12.08,"2005"
1,70,58894,0.04074,2399,57694,679380,11.54,"2005"
1,71,56494,0.04373,2471,55259,621685,11,"2005"
1,72,54024,0.04706,2542,52753,566426,10.48,"2005"
1,73,51481,0.05075,2612,50175,513674,9.98,"2005"
1,74,48869,0.05481,2678,47530,463499,9.48,"2005"
1,75,46191,0.05931,2739,44821,415969,9.01,"2005"
1,76,43451,0.06433,2795,42053,371148,8.54,"2005"
1,77,40656,0.06989,2842,39235,329094,8.09,"2005"
1,78,37814,0.07607,2877,36376,289859,7.67,"2005"
1,79,34938,0.08282,2894,33491,253483,7.26,"2005"
1,80,32044,0.09008,2886,30601,219992,6.87,"2005"
1,81,29158,0.09771,2849,27733,189391,6.5,"2005"
1,82,26309,0.10537,2772,24923,161658,6.14,"2005"
1,83,23537,0.11323,2665,22204,136735,5.81,"2005"
1,84,20871,0.12149,2536,19604,114531,5.49,"2005"
1,85,18336,0.12969,2378,17147,94927,5.18,"2005"
1,86,15958,0.13988,2232,14842,77781,4.87,"2005"
1,87,13726,0.1508,2070,12691,62939,4.59,"2005"
1,88,11656,0.16249,1894,10709,50248,4.31,"2005"
1,89,9762,0.17496,1708,8908,39540,4.05,"2005"
1,90,8054,0.18826,1516,7296,30632,3.8,"2005"
1,91,6538,0.20241,1323,5876,23336,3.57,"2005"
1,92,5214,0.21742,1134,4647,17460,3.35,"2005"
1,93,4081,0.23333,952,3605,12813,3.14,"2005"
1,94,3128,0.25013,783,2737,9208,2.94,"2005"
1,95,2346,0.26784,628,2032,6471,2.76,"2005"
1,96,1718,0.28646,492,1472,4439,2.58,"2005"
1,97,1226,0.30599,375,1038,2967,2.42,"2005"
1,98,851,0.3264,278,712,1929,2.27,"2005"
1,99,573,0.34768,199,473,1218,2.13,"2005"
1,100,374,0.36979,138,305,744,1.99,"2005"
2,0,1e+05,0.00587,587,99490,7939597,79.4,"2005"
2,1,99413,0.00038,38,99394,7840108,78.86,"2005"
2,2,99375,0.00027,27,99361,7740714,77.89,"2005"
2,3,99348,2e-04,20,99338,7641352,76.92,"2005"
2,4,99328,0.00016,16,99320,7542014,75.93,"2005"
2,5,99312,0.00016,16,99304,7442695,74.94,"2005"
2,6,99296,0.00016,16,99288,7343391,73.95,"2005"
2,7,99280,0.00016,15,99273,7244103,72.97,"2005"
2,8,99265,0.00015,15,99257,7144830,71.98,"2005"
2,9,99250,0.00015,15,99242,7045573,70.99,"2005"
2,10,99235,0.00014,14,99228,6946330,70,"2005"
2,11,99222,0.00013,13,99215,6847102,69.01,"2005"
2,12,99209,0.00013,13,99203,6747886,68.02,"2005"
2,13,99196,0.00014,13,99190,6648684,67.03,"2005"
2,14,99183,0.00015,15,99175,6549494,66.03,"2005"
2,15,99168,0.00018,18,99159,6450319,65.04,"2005"
2,16,99150,0.00021,21,99139,6351160,64.06,"2005"
2,17,99129,0.00024,24,99117,6252020,63.07,"2005"
2,18,99105,0.00027,26,99092,6152903,62.08,"2005"
2,19,99079,0.00028,28,99065,6053811,61.1,"2005"
2,20,99051,0.00028,28,99037,5954746,60.12,"2005"
2,21,99023,0.00027,27,99010,5855709,59.13,"2005"
2,22,98996,0.00026,26,98983,5756699,58.15,"2005"
2,23,98971,0.00025,24,98958,5657716,57.17,"2005"
2,24,98946,0.00024,24,98934,5558757,56.18,"2005"
2,25,98922,0.00025,25,98910,5459823,55.19,"2005"
2,26,98897,0.00027,27,98884,5360913,54.21,"2005"
2,27,98870,3e-04,30,98855,5262030,53.22,"2005"
2,28,98840,0.00033,33,98824,5163174,52.24,"2005"
2,29,98808,0.00037,36,98789,5064350,51.25,"2005"
2,30,98771,4e-04,40,98751,4965561,50.27,"2005"
2,31,98731,0.00044,44,98710,4866810,49.29,"2005"
2,32,98688,0.00049,48,98664,4768100,48.31,"2005"
2,33,98640,0.00054,53,98613,4669436,47.34,"2005"
2,34,98587,6e-04,59,98557,4570823,46.36,"2005"
2,35,98528,0.00066,65,98495,4472266,45.39,"2005"
2,36,98462,0.00073,72,98426,4373771,44.42,"2005"
2,37,98390,0.00081,80,98350,4275344,43.45,"2005"
2,38,98310,9e-04,88,98266,4176994,42.49,"2005"
2,39,98222,0.001,98,98173,4078728,41.53,"2005"
2,40,98124,0.00112,109,98069,3980556,40.57,"2005"
2,41,98015,0.00126,123,97953,3882486,39.61,"2005"
2,42,97891,0.00143,140,97821,3784533,38.66,"2005"
2,43,97751,0.00163,159,97671,3686712,37.72,"2005"
2,44,97592,0.00186,181,97501,3589041,36.78,"2005"
2,45,97410,0.0021,205,97308,3491540,35.84,"2005"
2,46,97205,0.00236,230,97091,3394232,34.92,"2005"
2,47,96976,0.00264,256,96848,3297142,34,"2005"
2,48,96720,0.00291,281,96579,3200294,33.09,"2005"
2,49,96439,0.00318,307,96285,3103715,32.18,"2005"
2,50,96132,0.00346,333,95965,3007430,31.28,"2005"
2,51,95799,0.00375,359,95619,2911464,30.39,"2005"
2,52,95439,0.00407,388,95245,2815845,29.5,"2005"
2,53,95051,0.00442,420,94841,2720600,28.62,"2005"
2,54,94631,0.00482,456,94403,2625759,27.75,"2005"
2,55,94175,0.00526,496,93927,2531356,26.88,"2005"
2,56,93679,0.00574,538,93410,2437430,26.02,"2005"
2,57,93141,0.00622,580,92852,2344019,25.17,"2005"
2,58,92562,0.00672,622,92251,2251168,24.32,"2005"
2,59,91940,0.00722,664,91608,2158917,23.48,"2005"
2,60,91276,0.00773,705,90923,2067309,22.65,"2005"
2,61,90570,0.00825,747,90197,1976386,21.82,"2005"
2,62,89823,0.00882,792,89427,1886190,21,"2005"
2,63,89031,0.00946,842,88610,1796763,20.18,"2005"
2,64,88189,0.0102,900,87739,1708153,19.37,"2005"
2,65,87289,0.01106,966,86806,1620414,18.56,"2005"
2,66,86323,0.01208,1043,85802,1533608,17.77,"2005"
2,67,85280,0.01327,1132,84715,1447806,16.98,"2005"
2,68,84149,0.01466,1233,83532,1363092,16.2,"2005"
2,69,82915,0.01625,1347,82242,1279560,15.43,"2005"
2,70,81568,0.01807,1474,80831,1197318,14.68,"2005"
2,71,80094,0.02018,1616,79286,1116487,13.94,"2005"
2,72,78477,0.02258,1772,77592,1037201,13.22,"2005"
2,73,76706,0.02528,1939,75736,959610,12.51,"2005"
2,74,74766,0.02834,2119,73707,883874,11.82,"2005"
2,75,72647,0.03185,2314,71490,810167,11.15,"2005"
2,76,70333,0.03593,2527,69070,738677,10.5,"2005"
2,77,67806,0.0407,2760,66426,669608,9.88,"2005"
2,78,65046,0.04631,3012,63540,603181,9.27,"2005"
2,79,62034,0.05273,3271,60399,539641,8.7,"2005"
2,80,58763,0.05983,3516,57005,479242,8.16,"2005"
2,81,55247,0.06747,3728,53383,422238,7.64,"2005"
2,82,51519,0.07524,3876,49581,368855,7.16,"2005"
2,83,47643,0.08329,3968,45659,319274,6.7,"2005"
2,84,43675,0.09185,4011,41669,273615,6.26,"2005"
2,85,39663,0.10046,3984,37671,231946,5.85,"2005"
2,86,35679,0.11146,3977,33691,194274,5.45,"2005"
2,87,31702,0.12344,3913,29746,160584,5.07,"2005"
2,88,27789,0.13643,3791,25893,130838,4.71,"2005"
2,89,23998,0.15049,3611,22192,104945,4.37,"2005"
2,90,20386,0.16565,3377,18698,82752,4.06,"2005"
2,91,17009,0.18194,3095,15462,64055,3.77,"2005"
2,92,13915,0.19938,2774,12528,48592,3.49,"2005"
2,93,11140,0.21801,2429,9926,36065,3.24,"2005"
2,94,8712,0.23781,2072,7676,26139,3,"2005"
2,95,6640,0.25881,1718,5781,18463,2.78,"2005"
2,96,4922,0.28097,1383,4230,12682,2.58,"2005"
2,97,3539,0.30428,1077,3000,8452,2.39,"2005"
2,98,2462,0.3287,809,2057,5451,2.21,"2005"
2,99,1653,0.35417,585,1360,3394,2.05,"2005"
2,100,1067,0.38062,406,864,2034,1.91,"2005"
1,0,1e+05,0.00666,666,99413,7092760,70.93,"2006"
1,1,99334,0.00045,44,99312,6993347,70.4,"2006"
1,2,99290,0.00031,31,99275,6894035,69.43,"2006"
1,3,99259,0.00022,22,99248,6794760,68.45,"2006"
1,4,99237,0.00019,19,99227,6695512,67.47,"2006"
1,5,99218,0.00018,18,99209,6596285,66.48,"2006"
1,6,99200,0.00018,18,99192,6497075,65.49,"2006"
1,7,99183,0.00017,17,99174,6397884,64.51,"2006"
1,8,99165,0.00017,17,99157,6298710,63.52,"2006"
1,9,99148,0.00018,18,99139,6199553,62.53,"2006"
1,10,99131,0.00019,18,99121,6100414,61.54,"2006"
1,11,99112,2e-04,19,99102,6001292,60.55,"2006"
1,12,99093,0.00021,21,99082,5902190,59.56,"2006"
1,13,99072,0.00024,24,99060,5803108,58.57,"2006"
1,14,99048,3e-04,29,99033,5704048,57.59,"2006"
1,15,99018,0.00039,38,98999,5605015,56.61,"2006"
1,16,98980,0.00051,51,98955,5506015,55.63,"2006"
1,17,98929,0.00066,65,98897,5407061,54.66,"2006"
1,18,98864,8e-04,79,98824,5308164,53.69,"2006"
1,19,98785,0.00093,92,98739,5209340,52.73,"2006"
1,20,98693,0.00102,101,98643,5110601,51.78,"2006"
1,21,98592,0.00107,106,98539,5011958,50.84,"2006"
1,22,98486,0.0011,108,98432,4913419,49.89,"2006"
1,23,98378,0.0011,108,98324,4814987,48.94,"2006"
1,24,98270,0.00109,107,98217,4716663,48,"2006"
1,25,98163,0.00109,107,98110,4618446,47.05,"2006"
1,26,98056,0.00112,110,98001,4520336,46.1,"2006"
1,27,97947,0.00117,115,97889,4422334,45.15,"2006"
1,28,97832,0.00124,122,97771,4324445,44.2,"2006"
1,29,97710,0.00131,128,97646,4226674,43.26,"2006"
1,30,97581,0.0014,137,97513,4129029,42.31,"2006"
1,31,97445,0.00151,147,97371,4031516,41.37,"2006"
1,32,97298,0.00163,158,97219,3934145,40.43,"2006"
1,33,97140,0.00177,172,97053,3836926,39.5,"2006"
1,34,96967,0.00194,188,96873,3739872,38.57,"2006"
1,35,96779,0.00214,207,96675,3642999,37.64,"2006"
1,36,96572,0.00236,228,96458,3546324,36.72,"2006"
1,37,96344,0.00261,251,96218,3449866,35.81,"2006"
