"age_x","age_y","credit_history","kids","household_income","outstanding_loan_amount","property_value","property_size","annual_interest_rate","monthly_payment","n","Default"
39,38,0,1,12271,292932,625450,95.14,4.75,2750,139,FALSE
33,30,0,2,8805,228908,389467,55.67,4.59,2134,139,FALSE
36,32,1,2,12781,134846,712953,145.56,4.9,3291,45,FALSE
38,36,1,1,7269,236407,334267,50.01,5.31,1479,279,FALSE
35,NA,1,1,3698,29768,167636,30.68,5.27,1102,29,TRUE
38,39,1,3,10146,104657,784516,109.83,4.7,2722,42,FALSE
35,28,1,1,8851,191408,399370,59.43,4.82,1820,137,FALSE
28,NA,0,0,4728,54812,302702,43.68,4.85,1969,30,FALSE
35,30,0,0,4643,181772,507434,73.17,4.6,1609,149,FALSE
32,35,1,1,8065,207301,430783,65.99,4.97,1961,140,FALSE
41,37,0,1,6801,119075,407966,57.46,5.05,1320,114,FALSE
31,30,1,1,12630,205164,936056,126.94,4.31,4078,56,FALSE
27,24,1,2,5237,29860,461756,71.59,4.2,1227,26,FALSE
35,35,1,2,5854,48365,363488,60.26,4.74,1560,34,FALSE
34,NA,1,1,3413,55873,167156,27.73,4.44,878,73,FALSE
39,42,1,3,12081,431748,777667,116.96,5.16,3250,198,FALSE
29,26,1,1,7928,370808,502135,90.54,4.87,2253,273,TRUE
32,29,1,1,5203,112107,386150,49.64,4.74,1438,94,FALSE
38,31,1,2,3584,104911,230927,34.4,5.19,633,293,FALSE
35,28,1,0,9015,398640,467154,58.46,5.63,2612,269,FALSE
26,NA,0,1,3094,88723,222553,36.55,5.35,683,195,FALSE
39,38,1,2,7571,139961,438097,81.34,4.63,1454,121,FALSE
34,NA,1,1,8019,300875,660116,96.48,4.61,2059,215,FALSE
34,NA,0,0,5612,77550,232130,41.75,5.02,1869,46,FALSE
35,36,1,2,5426,166425,557210,83.29,4.68,2063,98,FALSE
42,37,0,2,6552,27341,432081,61.48,4.09,2321,13,FALSE
32,34,0,1,5286,73191,322402,34.16,5.08,1425,59,FALSE
39,34,1,2,5661,232192,500954,73.8,4.64,1275,316,TRUE
32,28,0,2,7837,165100,661390,102.94,4.37,1828,110,FALSE
37,35,0,3,6104,29443,330565,45.19,5.57,1235,26,FALSE
33,29,1,3,9603,207989,778180,102.5,4.75,3900,61,TRUE
39,34,1,1,10525,501759,734181,130.94,4.8,2676,348,FALSE
43,44,1,2,19994,447243,1073073,181.14,5.44,5818,95,FALSE
39,NA,1,2,7466,126279,266755,35.52,4.52,1747,85,FALSE
37,36,1,3,5794,109631,272421,37.91,4.38,1539,83,TRUE
39,NA,0,1,3542,134540,193627,26.96,4.72,835,256,FALSE
38,36,1,3,11652,339611,827887,139.61,4.26,3494,120,FALSE
34,NA,1,2,5478,46360,195413,29.14,4.61,1242,41,FALSE
35,35,0,2,8366,183076,704198,88.97,4.23,1680,138,FALSE
33,33,0,0,7353,168018,443792,72.61,4.65,1354,170,FALSE
35,NA,0,2,5497,169885,438967,54.1,4.55,1849,114,FALSE
38,42,1,1,12283,182280,1217776,183.4,4.35,3483,59,FALSE
37,39,1,2,12335,98641,772044,112.33,4.51,3345,32,FALSE
48,50,1,2,12214,329262,1480062,189.46,4.35,2959,143,FALSE
34,35,0,2,4602,126644,351944,60.68,5.17,2174,68,TRUE
44,42,1,2,10541,300950,554817,79,4.65,4557,77,TRUE
30,25,1,2,6412,106570,255151,38.99,4.21,2091,57,TRUE
40,38,1,2,13147,175716,921398,102.48,4.58,3122,64,FALSE
42,42,1,2,7807,339742,737663,115.08,4.34,1963,273,FALSE
42,37,1,2,10544,411496,641029,100.87,4.45,3733,142,TRUE
48,43,0,2,9914,290889,645418,87.8,4.35,2223,178,FALSE
33,26,1,1,8309,200846,949892,113.42,4.44,2102,119,FALSE
29,NA,0,0,2146,70823,252493,36.44,5.52,431,308,FALSE
36,NA,1,1,5592,106156,330774,47.45,5,1927,63,TRUE
35,38,1,2,10112,344272,609704,75.17,5.05,2932,163,FALSE
31,24,1,2,10176,268975,694734,134.43,5.56,2623,140,FALSE
32,33,1,3,5934,50542,170154,26.97,4.39,793,73,FALSE
34,27,1,2,8232,288027,478464,81.33,4.35,1921,217,FALSE
32,NA,1,0,7390,63712,526844,108.65,4.59,2444,28,FALSE
35,35,0,1,4746,108211,599411,71.76,4.68,563,356,FALSE
32,NA,1,0,7286,252987,507362,70.01,4.84,1594,254,FALSE
31,29,1,2,5996,129797,338698,59.12,5.63,1042,188,FALSE
37,32,1,2,4871,169485,340473,46.91,4.23,1352,166,FALSE
40,40,1,3,16730,38953,1072608,244.72,5.32,3430,12,FALSE
32,29,1,2,10073,124471,651204,77.7,4.53,2459,57,FALSE
32,31,1,3,7526,192852,440186,55.46,4.43,2563,89,TRUE
35,35,0,2,4799,242602,638316,63.59,4.69,1676,214,TRUE
38,38,0,2,8145,87996,608085,71.59,4.66,1745,57,FALSE
37,NA,1,0,3568,130508,283465,44.57,5.05,1053,176,FALSE
34,31,0,2,4377,123092,288152,47.37,5.08,1983,73,TRUE
33,26,1,1,7401,78101,376773,57.33,4.15,1513,57,FALSE
36,37,0,2,7452,362612,590876,96.14,4.32,2481,208,TRUE
34,31,1,2,11705,89029,501210,125.24,4.98,4161,23,FALSE
35,31,1,2,11626,205015,724276,111.41,4.42,1952,134,FALSE
31,NA,1,0,2805,172217,229388,29.42,5.39,1032,309,FALSE
28,26,1,3,9440,292432,600072,94.44,4.8,1751,277,FALSE
36,36,1,2,12402,159775,1171690,167.48,4.22,2479,74,FALSE
36,39,1,3,14387,29628,839848,142.71,4.96,3651,9,FALSE
38,NA,0,0,5307,34094,214853,35.39,5.26,1225,30,FALSE
38,36,1,2,13230,357247,710630,92.82,4.77,3001,162,FALSE
34,37,0,2,7156,46272,391823,81.46,4.96,2260,22,TRUE
38,32,1,2,9919,348493,648790,100.65,4.97,2426,219,FALSE
30,28,1,1,9046,300880,822510,120.25,4.77,1945,241,FALSE
37,NA,1,1,8244,90775,393542,50.48,4.68,1832,56,FALSE
28,NA,1,1,3327,119161,209041,33.82,4.22,607,334,FALSE
35,32,0,3,6077,36035,517657,104.81,4.57,1468,26,FALSE
35,34,1,2,10844,114440,837803,116.93,4.89,3007,42,FALSE
35,NA,1,1,8602,60516,719296,114.41,4.9,1949,34,FALSE
34,30,1,1,8597,307745,598497,78.76,4.85,1696,328,FALSE
29,28,1,2,10380,328709,439237,80.52,5.54,2734,176,TRUE
40,38,1,2,5533,171785,500893,71.19,4.68,1883,113,TRUE
32,28,0,2,7600,85171,307156,49.39,5.21,2124,45,FALSE
39,38,1,2,8405,225930,977075,130.87,5.4,2224,137,FALSE
35,NA,0,0,5738,133005,602557,105.14,4.14,2103,72,FALSE
33,26,1,3,8526,75115,761330,106.45,4.86,2413,34,FALSE
42,NA,1,1,8021,44454,496248,70.33,5.05,2370,20,FALSE
22,21,0,2,3004,144559,255524,42.83,4.72,838,290,FALSE
39,NA,1,2,3588,85475,248444,31.11,5.09,674,183,FALSE
41,37,1,2,9231,179965,509728,102.83,4.87,2574,83,FALSE
38,36,1,3,14127,305562,866385,131.37,4.52,4487,79,FALSE
33,33,1,2,10547,424714,694682,90.82,5.56,3452,183,TRUE
36,35,1,1,10643,177961,477264,83.54,4.23,2350,89,FALSE
39,36,1,2,15575,450973,1142840,196.77,5.26,3383,201,FALSE
32,33,1,2,9135,160595,421381,61.39,5.16,2180,89,FALSE
36,NA,0,2,4809,16716,338534,59.58,4.52,603,30,FALSE
32,NA,1,0,9698,114540,561869,72.97,5.16,2164,61,FALSE
39,37,0,1,6893,130322,274200,33.64,5.13,1661,96,TRUE
37,35,1,1,9029,231120,849765,121.97,4.56,1667,198,FALSE
33,31,0,1,4540,211699,270589,28.02,4.33,1491,200,TRUE
30,26,0,1,3921,15437,175089,26.97,5.02,1525,11,TRUE
41,NA,0,1,3428,26954,306193,40.55,4.65,735,40,FALSE
29,NA,1,0,4226,72771,207353,28.15,4.84,914,97,FALSE
38,NA,1,0,4217,38534,122281,25.14,5.03,1071,40,FALSE
45,45,1,2,17923,245293,1604387,275.81,5.76,4246,68,FALSE
37,NA,0,1,3835,62079,362611,54.34,4.44,1034,69,FALSE
32,NA,0,0,4053,179932,313907,45.16,5.66,1114,305,FALSE
35,NA,1,1,2115,95409,139486,31.17,5.06,759,180,TRUE
41,38,1,3,12425,93429,641511,108.4,4.34,2627,39,FALSE
39,34,1,2,14574,121972,838036,153.01,4.85,2964,46,FALSE
33,NA,1,3,4145,86492,555578,77.11,4.75,1555,63,TRUE
39,38,1,2,14574,429258,881054,129.13,4.61,4330,126,FALSE
35,40,1,2,6960,194735,300530,48.34,4.75,1424,198,FALSE
38,NA,0,1,2058,77065,183511,28.12,4.69,522,221,FALSE
35,34,1,2,7349,51043,296491,36.64,4.48,1158,49,FALSE
39,NA,0,0,3658,73286,247859,35.73,4.53,890,99,FALSE
43,NA,1,1,6471,230727,331712,43.75,4.51,1204,340,FALSE
39,39,1,2,12501,410486,853727,134.53,4.51,3105,184,FALSE
26,NA,0,1,5693,95238,171195,31.65,5.35,1384,83,FALSE
38,39,1,2,14453,215140,1148758,156.06,4.99,3715,67,FALSE
27,NA,1,1,5279,67852,197556,25.67,4.49,1310,58,FALSE
33,NA,1,0,5059,109310,417171,54.79,4.45,1263,105,FALSE
41,40,1,3,7029,242490,584378,113.12,4.24,1851,177,TRUE
40,38,1,2,16628,202042,1085357,163.04,4.82,4619,49,FALSE
30,NA,1,0,4651,76428,197235,26.11,4.35,1709,49,FALSE
42,36,0,2,7652,65435,460669,63.14,4.75,2271,31,FALSE
29,28,1,2,6438,301128,443340,73.05,5.35,1811,304,TRUE
42,39,1,2,15621,198612,644693,102.17,4.7,3660,62,FALSE
36,35,1,1,8991,170806,368623,64.99,4.16,2009,101,FALSE
39,33,1,1,9503,313589,501120,85.21,4.18,2251,191,FALSE
36,39,0,2,9615,314569,413139,65.01,5.43,3120,135,TRUE
34,NA,0,1,6462,264321,482902,62.31,4.16,1993,178,FALSE
35,36,0,2,4928,113272,185445,26.53,4.84,1013,149,TRUE
34,22,1,1,3621,84963,350504,52.4,4.45,1267,78,FALSE
33,NA,1,0,6451,133642,418665,67.8,5.24,1358,129,FALSE
39,38,1,3,7451,103616,740646,105.34,4.98,2472,47,FALSE
38,39,1,3,4706,254337,476832,56.49,4.44,1656,228,TRUE
42,40,0,2,8660,264473,928746,136.08,5.37,1896,220,FALSE
38,37,1,2,8523,53879,429542,90.87,4.25,2209,26,FALSE
30,22,1,2,10323,139866,649885,100.26,4.91,2203,74,FALSE
44,48,1,3,13033,95087,582246,77.83,4.59,3243,32,FALSE
40,NA,0,0,3859,41916,219080,32.89,4.82,769,62,FALSE
40,NA,1,2,4926,162554,293886,28.96,5.33,1183,213,FALSE
36,33,1,3,8416,409054,658451,85.87,4.27,2153,318,TRUE
37,33,1,3,7534,111175,338320,50.04,5.71,2663,47,TRUE
35,37,0,0,7065,230855,499446,86.83,4.87,1989,158,FALSE
31,NA,0,0,2253,102809,191519,25.17,4.49,1251,99,TRUE
43,NA,0,2,3744,166392,222678,36.32,5.18,1415,165,TRUE
37,34,1,2,16170,66367,841081,136.65,4.68,4482,16,FALSE
42,44,1,1,10207,345875,568010,80.25,5,3880,112,FALSE
32,27,1,2,10876,258677,770149,99.08,4.77,2290,151,FALSE
37,37,0,3,7608,324713,476451,81.71,4.73,1889,288,TRUE
31,NA,0,2,4345,17112,262756,40.53,4.24,976,19,FALSE
42,39,0,3,9049,115905,666242,86,4.18,2514,51,FALSE
30,NA,1,0,2654,54492,246989,39.13,4.47,1047,58,TRUE
34,28,0,1,4570,104844,332323,41.38,4.28,974,137,FALSE
26,25,0,1,4862,341969,451526,75.38,4.4,1763,340,TRUE
42,37,1,2,13587,192311,907577,100.73,5.35,3170,71,FALSE
28,25,1,3,7012,84595,318803,76.36,4.33,1516,63,TRUE
42,36,1,2,12297,304759,826458,138.25,4.14,2184,191,FALSE
33,NA,1,2,6890,183758,861529,95.06,5.62,1813,138,FALSE
30,25,1,2,6569,143486,427435,63.09,5.09,1215,165,TRUE
33,NA,0,0,2467,102985,192793,28.01,5.21,595,322,FALSE
36,35,0,1,6299,94622,298671,40.83,4.31,1513,71,FALSE
28,25,1,1,9725,384197,564670,82.93,4.37,2070,310,FALSE
33,NA,0,0,3264,7790,273883,35.01,4.75,802,10,FALSE
35,35,1,2,11346,262561,584474,74.37,4.83,3131,103,FALSE
34,29,1,2,4764,76961,292929,55.28,4.49,1062,85,TRUE
40,37,1,1,10284,347682,1090827,156.1,5.72,3845,119,FALSE
41,40,1,2,8526,221206,492905,67.94,5.68,2413,121,FALSE
36,32,1,2,9429,276911,538230,87.29,4.71,2738,130,FALSE
29,NA,1,1,6994,31789,498018,76.01,4.73,1527,22,FALSE
34,35,0,3,7180,14277,166227,32.6,4.52,1665,9,FALSE
44,NA,0,2,4888,94335,338942,47.01,4.43,1122,101,FALSE
36,32,1,1,13931,659332,1239785,215.84,4.8,3845,291,FALSE
31,NA,1,0,4456,216629,273682,49.41,4.32,1860,152,TRUE
43,41,1,2,11016,407441,713118,114.41,4.61,3275,170,FALSE
32,29,1,1,4739,41678,158818,29.96,4.74,1215,37,FALSE
35,36,1,1,6683,97199,482439,77.75,4.11,1819,60,FALSE
31,31,1,0,5841,143392,548510,73.34,4.53,1021,201,FALSE
28,27,1,1,5059,99894,226729,40.83,5.12,1376,88,TRUE
35,NA,0,0,2218,55386,198592,25.35,4.53,397,199,FALSE
34,NA,0,2,5480,72184,529939,66.45,4.91,920,95,FALSE
32,NA,0,1,2060,5444,163532,26.14,4.55,759,8,FALSE
49,NA,0,2,6500,115372,608790,70,5.39,1950,69,FALSE
37,38,1,2,7653,97193,351352,54.33,4.39,2368,45,TRUE
20,15,1,2,5171,262346,490671,70.59,4.44,1326,357,FALSE
39,39,1,3,13142,327872,808548,106.5,4.33,3064,136,FALSE
33,32,1,2,9571,218777,792407,156.17,4.28,3185,79,FALSE
45,43,1,2,12616,327029,562250,99.92,5.22,3005,148,FALSE
35,36,1,0,8645,132431,434099,53.01,4.7,2152,71,FALSE
37,32,1,3,13359,10074,1106685,154.07,4.93,3058,4,FALSE
37,31,1,1,6789,102088,243929,33.65,5.18,2121,55,FALSE
29,NA,1,1,6673,89978,480861,52.03,4.79,1711,60,FALSE
33,30,0,2,5799,258849,789718,144.69,5.19,2236,161,TRUE
29,23,1,1,4962,106291,253936,32.25,4.37,864,164,FALSE
34,NA,1,1,3103,59725,167531,30.87,4.61,1096,62,TRUE
42,NA,1,1,10507,128550,727076,96.57,4.36,2005,74,FALSE
31,35,0,2,4508,135180,160385,26.44,4.37,1202,145,TRUE
42,42,1,3,12971,259315,818413,88.9,4.41,3622,84,FALSE
29,32,1,3,12360,167893,507158,60.04,4.12,2200,89,FALSE
30,NA,1,2,3100,49812,182082,30.83,4.87,696,85,FALSE
39,NA,1,1,6262,47917,599571,78.12,4.14,1123,47,FALSE
47,45,1,3,14345,299234,747621,102.47,4.11,2481,156,FALSE
37,36,1,2,9013,203564,371127,65.19,5.07,2356,108,FALSE
30,32,1,2,12021,169856,443844,67.3,4.11,3365,56,FALSE
32,30,1,0,10554,136354,514673,77.91,4.48,2010,79,FALSE
36,35,1,1,7484,164036,613425,68.87,4.44,1790,113,FALSE
35,NA,0,0,6566,65507,240138,36.39,4.4,1456,50,FALSE
37,30,1,1,12012,432282,771668,122.08,4.5,3715,154,FALSE
29,NA,1,0,6989,131413,292287,45.62,4.42,1557,102,FALSE
47,46,1,2,14034,765499,969128,132.25,5.02,4318,325,FALSE
43,NA,0,2,4079,111620,200547,38.04,4.27,1166,118,TRUE
29,NA,1,2,11018,333258,701574,114.04,4.3,2854,152,FALSE
40,40,1,2,21969,978563,1386957,236.44,4.97,6122,263,FALSE
34,27,1,1,4937,333797,743781,99.29,4.82,1887,310,TRUE
33,29,1,1,4065,45353,172864,25.41,4.4,830,62,FALSE
25,NA,0,0,3282,23343,240148,36.32,5.55,672,38,FALSE
28,24,0,2,4433,145440,181706,36.01,5.3,1279,159,TRUE
36,35,0,1,5629,32235,342465,53.72,4.69,1904,18,FALSE
32,33,0,2,8447,227038,752390,103.95,5.21,2940,95,FALSE
34,29,0,2,8080,85849,276119,44.01,5.15,2137,45,FALSE
38,36,0,3,7802,26981,297469,56.01,4.84,2048,14,FALSE
35,30,0,2,7248,189526,492096,84.48,5.14,2050,118,TRUE
33,NA,0,0,4392,140205,183410,27.84,4.58,1483,118,FALSE
31,35,1,3,12160,328155,540762,101.8,5.21,2692,174,FALSE
41,40,1,2,12028,299825,1417206,192.32,4.41,2548,155,FALSE
43,38,0,3,7896,226558,570233,75.94,4.83,2296,126,TRUE
22,NA,0,1,4054,118744,558231,69.84,4.83,1570,91,FALSE
40,32,1,3,5932,275210,316477,34.21,4.94,2119,187,TRUE
41,NA,1,1,5612,150488,470751,63.29,5.33,1750,109,FALSE
41,38,1,2,7528,179120,417662,90.13,4.72,2017,110,FALSE
28,26,0,2,11819,299208,1039219,184.75,4.88,2752,144,FALSE
36,39,0,2,2996,64059,206496,32.56,4.38,615,132,FALSE
27,26,1,3,5844,22651,271067,36.72,4.53,1190,20,FALSE
31,25,1,3,11351,35966,508919,85.85,4.69,3209,12,FALSE
38,32,0,1,7857,123094,489603,85.82,5.14,1456,106,FALSE
36,31,0,2,11355,316737,689474,110.67,4.36,2819,145,TRUE
40,39,1,1,13668,239312,403283,80.08,5.27,4090,68,FALSE
35,NA,1,1,4866,205203,448572,68.11,4.47,1673,165,FALSE
32,NA,1,1,2537,88656,195296,29.73,4.7,1175,90,FALSE
34,34,1,2,13878,388132,876240,134.91,4.83,2545,237,FALSE
38,38,1,2,13136,422760,1075906,180.4,5.6,3298,196,FALSE
43,40,1,2,9775,240112,582087,76.54,4.84,2798,106,FALSE
38,NA,1,1,6474,107984,710952,79.25,5.35,2459,49,FALSE
36,NA,1,0,5392,86037,221867,37.32,4.52,1179,86,FALSE
22,21,0,1,3610,38953,204987,25.83,5.18,731,61,FALSE
25,25,0,1,5199,116517,400141,50.25,5.37,1028,159,FALSE
27,22,0,1,5621,127640,296506,49.9,4.44,1486,104,FALSE
33,30,1,2,7819,400636,720165,92.59,4.97,2739,226,TRUE
33,33,0,3,10624,138048,732138,101.32,4.5,2919,53,FALSE
38,NA,0,1,5682,100529,197298,27.93,5.36,1227,103,FALSE
32,NA,1,0,3376,43342,144052,30.41,4.68,505,105,FALSE
33,NA,0,0,5740,238642,388517,83.66,4.42,1766,188,FALSE
37,NA,1,1,6868,177023,794991,110.14,4.08,1866,115,FALSE
38,38,1,2,9081,464538,582406,82.11,4.79,2519,335,FALSE
41,34,1,2,10518,85969,825829,171.69,4.89,2077,46,FALSE
37,34,1,2,3667,144211,412910,71.13,5.22,926,261,TRUE
32,NA,0,2,3230,64457,175114,30.83,4.95,627,135,FALSE
35,NA,0,0,6020,292630,698590,90.62,4.14,1659,273,FALSE
36,33,1,2,11397,149258,591321,82.46,4.73,2689,63,FALSE
27,21,1,2,5476,49545,218954,32.38,5.22,1315,42,FALSE
29,NA,0,2,2136,105367,218356,28.48,4.92,701,235,TRUE
40,38,0,3,12961,612864,1008819,133.92,4.85,3268,352,FALSE
27,NA,0,1,3065,9022,195050,25.5,4.22,478,20,FALSE
46,NA,1,1,5841,68268,324003,58.76,5.53,1729,44,FALSE
34,28,1,1,10610,99392,586802,115.24,4.69,2839,38,FALSE
44,40,1,2,13679,156318,626627,95.29,5.51,3672,48,FALSE
38,NA,1,1,7166,63605,286989,42.31,5,1811,39,FALSE
28,NA,1,0,4094,83903,212125,25.85,4.49,578,210,FALSE
36,30,1,3,11469,529144,880359,163.12,4.57,3148,269,FALSE
27,24,0,1,6182,185434,581689,69.68,4.7,1264,219,FALSE
30,23,1,2,4270,71172,279267,33.25,4.45,782,112,FALSE
37,36,1,1,12148,267401,857358,150.44,4.67,2857,117,FALSE
31,32,0,1,10373,78210,404784,65.84,4.22,2232,38,FALSE
30,28,1,1,15979,380733,760944,106.53,5.17,3551,145,FALSE
33,NA,1,2,7689,11076,351041,57.51,5.24,1900,6,FALSE
31,28,0,2,5737,81119,289885,34.04,4.21,934,104,FALSE
39,34,1,2,10605,355424,487037,97,4.94,3328,141,TRUE
36,38,1,1,10464,563814,650756,122.9,4.38,3029,313,TRUE
31,NA,1,0,7209,25793,559989,80.97,4.77,1527,18,FALSE
25,25,1,1,3363,197704,253886,34.36,4.07,1021,316,TRUE
32,NA,0,1,2460,151711,318144,39.58,4.02,1408,134,TRUE
31,NA,1,1,4210,58839,369699,64.78,5.02,435,200,FALSE
50,44,1,3,17579,622583,1411506,221.9,4.3,5076,162,FALSE
29,29,1,1,5417,95573,252158,46.8,5.27,1306,89,FALSE
40,37,1,2,7102,251371,333215,57.56,4.44,2819,109,TRUE
41,41,1,3,11891,211092,513497,99.98,4.39,3040,81,FALSE
40,39,1,2,12533,156468,642023,107.74,4.44,3925,44,FALSE
30,28,1,1,5577,30781,414731,58.11,4.86,1366,24,FALSE
26,25,0,1,9331,254122,558202,67.31,4.51,2307,143,FALSE
40,43,1,1,13668,212513,948953,135.41,4.92,3458,71,FALSE
40,NA,0,1,4399,46746,298261,55.98,4.48,905,58,FALSE
41,NA,0,0,4675,64194,657712,98.8,4.72,1469,49,FALSE
44,43,1,2,8231,176876,624679,105.36,5.09,1736,134,FALSE
37,34,1,2,4674,164640,404285,54.67,5.16,1094,243,FALSE
27,NA,0,1,2854,31387,161643,25.95,4.42,353,108,FALSE
39,40,1,3,6698,111903,500682,76.44,4.75,2063,62,FALSE
33,NA,0,2,4442,34859,171470,25.65,4.97,1184,32,FALSE
39,NA,1,2,5803,61816,208199,32.71,5.11,1327,53,FALSE
40,39,1,3,11721,135831,940264,156.45,5.47,3082,50,FALSE
36,34,1,2,8463,362911,647320,93.22,4.77,2013,318,FALSE
34,NA,0,1,3546,90324,260019,34.93,5.42,517,346,FALSE
39,38,0,1,8933,336818,709456,127.6,5.33,2327,233,FALSE
37,NA,1,1,7368,152570,409408,47.75,4.71,1896,97,FALSE
38,32,0,3,5503,108187,757013,100.68,4.34,875,165,FALSE
30,26,1,2,6983,180179,314351,61.71,4.15,2049,106,TRUE
38,35,1,2,9789,463412,835519,128.68,4.7,2689,288,FALSE
32,NA,1,0,4561,63747,309867,42.9,4.73,1459,49,FALSE
35,32,1,0,10492,91689,354580,91.67,5.37,3215,31,FALSE
32,NA,1,2,7995,93151,461100,80.98,4.34,1502,71,FALSE
32,27,0,3,3681,126843,289050,35.65,5.15,1135,153,TRUE
34,35,1,1,10358,365028,566992,93.24,5.5,2404,261,FALSE
36,37,1,3,12449,458543,731005,182.25,4.5,2890,242,FALSE
45,NA,1,2,5809,229934,593007,78.13,4.59,2057,147,FALSE
35,NA,1,2,10580,103812,224394,41.47,4.32,3958,28,FALSE
41,34,1,2,8696,195183,243967,31.33,4.83,1781,145,FALSE
47,42,1,2,10692,93775,544066,103.16,4.31,2909,35,FALSE
36,35,1,2,8418,256861,638523,96.41,4.48,2128,161,FALSE
40,37,1,1,9389,229257,559205,60.52,5.05,2606,111,TRUE
33,35,1,2,9159,153278,294346,58.94,5.26,1973,96,FALSE
38,NA,0,2,2929,60502,195165,26.86,5.02,891,81,TRUE
40,NA,1,2,9581,163712,367744,53.49,4.96,2582,74,FALSE
31,NA,1,3,8815,142502,399250,62.5,5.24,2351,71,FALSE
39,40,0,3,6286,97401,616208,68.85,4.49,1694,65,FALSE
45,41,1,2,10633,282233,935095,121.9,4.43,2919,120,FALSE
38,36,1,3,13368,115430,842730,107.45,5.32,3250,39,FALSE
41,36,1,2,11323,196575,622572,118.18,4.08,2797,81,FALSE
31,29,0,3,2083,74516,173214,25.65,5.21,493,247,TRUE
35,35,0,0,6251,192525,349655,66.01,4.32,1911,126,FALSE
36,29,1,1,4437,193944,375765,53.85,4.2,1275,218,TRUE
27,NA,0,1,2679,119219,252848,27.67,4.16,707,254,FALSE
35,NA,0,0,2837,61289,399734,73.97,4.86,454,196,FALSE
33,38,1,3,6388,44006,573525,90.39,4.26,1928,24,FALSE
31,NA,0,1,3873,92794,332233,48.48,4.71,2043,51,TRUE
22,NA,1,0,3699,90318,364161,48.31,4.68,1228,87,FALSE
36,NA,1,2,6927,117211,721882,106.05,4.35,1522,91,FALSE
37,32,0,1,8202,130759,471553,66.66,5.43,2138,72,FALSE
36,NA,0,1,4358,7527,197055,34.84,4.96,1178,7,FALSE
30,22,0,1,3639,51642,226866,27.67,4.73,1254,46,TRUE
24,16,1,1,2980,122087,344914,54.36,5.11,781,258,TRUE
40,34,1,2,10762,107783,545812,85.43,4.92,2431,50,FALSE
28,24,1,2,8650,389797,744447,95.21,4.11,2017,318,FALSE
41,NA,1,1,7111,16741,344802,73.55,4.73,1324,13,FALSE
37,39,1,1,7954,132607,221029,27.95,5.27,2053,77,FALSE
43,37,1,2,6900,430645,787366,120.91,4.58,2397,304,TRUE
33,32,1,1,5765,95000,310956,41.97,4.79,944,129,FALSE
36,NA,1,1,6492,45882,301782,41.92,4.84,1763,28,FALSE
33,32,1,3,10116,327052,637839,98.25,4.15,2846,147,TRUE
38,38,1,3,17367,437683,713956,139.69,4.54,4435,124,FALSE
31,24,1,1,5675,64691,373863,58.48,5.6,2446,29,FALSE
37,NA,0,1,2847,41438,344241,60.96,5.19,900,52,TRUE
40,39,1,3,5430,182606,425186,66.99,5.54,1736,145,TRUE
35,30,0,2,6843,173809,954132,109.62,4.36,1746,124,FALSE
37,NA,0,0,4035,63858,234967,37.32,4.37,1149,63,FALSE
34,33,0,3,7497,49345,360689,58.84,4.31,1980,27,FALSE
43,NA,0,2,2397,61275,150944,25.45,5,397,248,FALSE
26,NA,0,0,3098,120826,302050,43.15,4.2,1029,152,TRUE
32,28,1,2,8417,157574,413409,66.55,5.1,1840,107,FALSE
37,38,1,2,8071,80420,309433,47.22,4.72,1713,53,FALSE
34,32,1,1,6202,132930,344035,56.39,5.58,1290,141,FALSE
31,29,1,1,3678,53437,285641,45.96,4.6,622,105,FALSE
35,31,0,2,9444,340371,1130946,120.66,4.12,2988,145,FALSE
35,32,1,2,7353,61778,415352,60.6,5.1,1295,54,FALSE
37,NA,0,0,3279,82478,194143,32.46,5.29,520,274,FALSE
35,31,1,1,9125,271759,623019,71.3,4.61,2282,160,FALSE
34,NA,0,1,2079,77965,273530,40.16,4.66,647,163,FALSE
34,NA,1,1,4168,62312,354940,40.38,4.67,1831,37,FALSE
26,26,1,1,7392,108196,567068,77.5,4.91,2071,59,FALSE
42,NA,0,0,3920,191899,351033,36.29,4.29,1200,238,FALSE
43,NA,0,2,4879,47228,251940,33.05,4.82,1152,45,FALSE
35,31,1,1,9032,340120,1059074,120.09,4.09,2787,159,FALSE
38,36,1,2,10407,232613,936549,139.7,4.67,2552,113,FALSE
38,36,1,2,10566,257759,935607,158.47,5.02,2705,122,FALSE
42,40,1,1,13832,377586,993169,139.49,4.54,3699,130,FALSE
28,29,0,1,7527,280548,468974,97.52,4.79,1600,303,FALSE
24,NA,1,0,6113,198731,332033,64.36,4.32,1295,224,FALSE
44,39,1,2,9399,339005,916633,112.36,4.96,2765,172,FALSE
41,37,1,3,13248,410749,883736,135.48,4.51,2842,209,FALSE
33,32,0,3,6072,80041,309638,57.65,5.23,1332,70,FALSE
38,33,1,3,8109,99597,541419,50.89,4.94,2118,53,FALSE
39,38,1,1,13379,38099,854119,97.77,4.8,3113,13,FALSE
36,NA,1,0,3739,124318,412644,48.37,5.18,787,266,FALSE
34,NA,1,0,7053,73657,436330,71.6,4.25,2687,29,FALSE
27,NA,0,0,4177,80170,194075,38.37,5.27,1075,91,FALSE
34,NA,0,1,2993,68297,222811,40.11,4.55,987,81,FALSE
27,NA,1,0,6938,49800,448349,70.93,4.92,1150,48,FALSE
